2024-01-24 13:29:39,284 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-24 15:11:14,674 | INFO  | Listening for connections at: amqp://neko:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-24 15:11:14,674 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-24 15:11:14,676 | INFO  | Listening for connections at: stomp://neko:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-24 15:11:14,676 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-24 15:11:14,679 | INFO  | Listening for connections at: mqtt://neko:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-24 15:11:14,679 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-24 15:11:14,683 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-01-24 15:11:14,716 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-01-24 15:11:14,754 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7cbf9c17{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2024-01-24 15:11:14,810 | INFO  | Listening for connections at ws://neko:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2024-01-24 15:11:14,810 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-24 15:11:14,810 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-7500-1706080274508-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-24 15:11:14,810 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-24 15:11:14,816 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb only has 69226 mb of usable space. - resetting to maximum available disk space: 69226 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-24 15:11:15,313 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-01-24 15:11:15,313 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-01-24 15:15:50,460 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1485402943-58
2024-01-24 16:01:15,261 | INFO  | Connector vm://localhost stopped | org.apache.activemq.broker.TransportConnector | Session-HouseKeeper-30788b9a-1
2024-01-25 11:39:22,780 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:22,807 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:22,850 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2024-01-25 11:39:22,850 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-01-25 11:39:22,925 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2024-01-25 11:39:22,931 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-01-25 11:39:22,942 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2024-01-25 11:39:23,170 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:23,171 | INFO  | PListStore:[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2024-01-25 11:39:23,171 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:23,171 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:23,361 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-11065-1706153963201-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:23,521 | INFO  | Listening for connections at: tcp://neko:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 11:39:23,522 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 11:39:23,528 | INFO  | Listening for connections at: amqp://neko:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 11:39:23,528 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 11:39:23,533 | INFO  | Listening for connections at: stomp://neko:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 11:39:23,534 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 11:39:23,538 | INFO  | Listening for connections at: mqtt://neko:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2024-01-25 11:39:23,539 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 11:39:23,546 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-01-25 11:39:23,583 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2024-01-25 11:39:23,639 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@79c6dc93{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2024-01-25 11:39:23,699 | INFO  | Listening for connections at ws://neko:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2024-01-25 11:39:23,699 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2024-01-25 11:39:23,699 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-11065-1706153963201-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:23,699 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:23,721 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb only has 69585 mb of usable space. - resetting to maximum available disk space: 69585 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 11:39:24,531 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-01-25 11:39:24,532 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2024-01-25 14:10:01,547 | WARN  | Transport Connection to: tcp://127.0.0.1:13041 failed: Channel was inactive (no connection attempt made) for too (>30000) long: tcp://127.0.0.1:13041 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker 0
2024-01-25 14:11:45,669 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-11065-1706153963201-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-25 14:11:45,671 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-25 14:11:45,671 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,672 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-25 14:11:45,672 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,672 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,672 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,672 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-25 14:11:45,673 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: stomp://0.0.0.0:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,673 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-25 14:11:45,673 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: stomp://0.0.0.0:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,673 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: mqtt://0.0.0.0:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,673 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: mqtt://0.0.0.0:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-01-25 14:11:45,710 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-01-25 14:11:45,721 | INFO  | PListStore:[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2024-01-25 14:11:45,722 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-25 14:11:45,722 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-25 14:11:45,722 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-01-25 14:11:45,741 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-11065-1706153963201-0:1) uptime 2 hours 32 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-25 14:11:45,741 | INFO  | Apache ActiveMQ 5.18.2 (localhost, ID:neko-11065-1706153963201-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-01-25 14:11:51,929 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:51,936 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[D:\Codes\Java\sec\ActiveMQ\apache-activemq-5.18.2\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2024-01-25 14:11:51,970 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2024-01-25 14:11:51,973 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-01-25 14:11:52,069 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2024-01-25 14:11:52,214 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
